design,field_deg,wavelength_um,ray_id,x_mm,y_mm
reference,0,0.5876,63,0.004243208113499319,0.008486416226998639
reference,0,0.5876,64,0.002778931603128143,0.0041683974046919925
reference,0,0.5876,65,0.0017187335183088681,0.0017187335183088681
reference,0,0.5876,66,0.001077313153770909,0.0005386565768854545
reference,0,0.5876,67,0.0008626618428941857,0
reference,0,0.5876,68,0.001077313153770909,-0.0005386565768854545
reference,0,0.5876,69,0.0017187335183088681,-0.0017187335183088681
reference,0,0.5876,70,0.002778931603128143,-0.0041683974046919925
reference,0,0.5876,71,0.004243208113499319,-0.008486416226998639
reference,0,0.5876,72,0.006087788341209377,-0.015219470853022443
reference,0,0.5876,73,0.008275822977267477,-0.024827468931800656
reference,0,0.5876,74,0.010750821640288288,-0.037627875741008676
reference,0,0.5876,75,0.005095729729459597,0.0356701081062174
reference,0,0.5876,76,0.003843478076477669,0.023060868458867567
reference,0,0.5876,77,0.002738998390613201,0.013694991953066893
reference,0,0.5876,78,0.0018093237175752508,0.007237294870301003
reference,0,0.5876,79,0.0010720856804377066,0.003216257041314341
reference,0,0.5876,80,0.0005386565768854545,0.001077313153770909
reference,0,0.5876,81,0.00021606502230175906,0.00021606502230175906
reference,0,0.5876,82,0.00010813089770411732,0
reference,0,0.5876,83,0.00021606502230175906,-0.00021606502230175906
reference,0,0.5876,84,0.0005386565768854545,-0.001077313153770909
reference,0,0.5876,85,0.0010720856804377066,-0.003216257041314341
reference,0,0.5876,86,0.0018093237175752508,-0.007237294870301003
reference,0,0.5876,87,0.002738998390613201,-0.013694991953066893
reference,0,0.5876,88,0.003843478076477669,-0.023060868458867567
reference,0,0.5876,89,0.005095729729459597,-0.0356701081062174
reference,0,0.5876,90,0,0.050934971077166935
reference,0,0.5876,91,0,0.035011773150045666
reference,0,0.5876,92,0,0.022467931525037343
reference,0,0.5876,93,0,0.013183947216761194
reference,0,0.5876,94,0,0.006818900652950433
reference,0,0.5876,95,0,0.0028975115737501778
reference,0,0.5876,96,0,0.0008626618428941857
reference,0,0.5876,97,0,0.00010813089770411732
reference,0,0.5876,98,0,0
reference,0,0.5876,99,0,-0.00010813089770411732
reference,0,0.5876,100,0,-0.0008626618428941857
reference,0,0.5876,101,0,-0.0028975115737501778
reference,0,0.5876,102,0,-0.006818900652950433
reference,0,0.5876,103,0,-0.013183947216761194
reference,0,0.5876,104,0,-0.022467931525037343
reference,0,0.5876,105,0,-0.035011773150045666
reference,0,0.5876,106,0,-0.050934971077166935
reference,0,0.5876,107,-0.005095729729459597,0.0356701081062174
reference,0,0.5876,108,-0.003843478076477669,0.023060868458867567
reference,0,0.5876,109,-0.002738998390613201,0.013694991953066893
reference,0,0.5876,110,-0.0018093237175752508,0.007237294870301003
reference,0,0.5876,111,-0.0010720856804377066,0.003216257041314341
