point_id,feasible,selected,objective_rms_spot_um,objective_track_length_mm,objective_glass_volume_mm3,constraint_edge_thickness_mm,constraint_efl_mm,constraint_lost_rays,decision_0,decision_1,decision_2,decision_3,decision_4,decision_5,decision_6,decision_7,decision_8,decision_9,decision_10
70,1,0,119.28217620970612,54.24742774243185,315.69633375199624,-0.038651102802516935,-0.008722241169763834,0,0.042810566507329145,-0.010342812112154189,-0.05555403879588711,0.03378674376797183,0.0013376063744150752,-0.061729884169908975,1.509429225647574,1.0001139190325437,1.680871608014491,3.1630956870063693,2.007175885970814
71,1,0,128.55514871310336,53.00611724934375,352.89979905056157,-0.23923929193434756,-0.032095443955157066,0,0.04285760169137068,-0.010243965380252011,-0.05555642606920437,0.03598942841755032,0.0013410607400055883,-0.06207768664065054,1.7093883419676001,1.0040974672371084,1.9386111025001753,5.324050490372965,2.1118493891051933
72,1,0,145.77357901558148,53.791967901329556,332.6635359657129,-0.12266108429815525,-0.08861544642186914,0,0.04171541938808582,-0.010364399854295683,-0.055510240204606084,0.03237701966685724,0.0012521168020936313,-0.06169032053157347,1.5795440088924013,1.0103685974858045,1.8180925754682322,3.5099138507164582,1.658251402311089
73,1,0,149.30573190303446,53.13849365355114,342.65470032228234,-0.039380513821166696,-0.48896146283316,0,0.03978450143740489,-0.008884168369990127,-0.05462204069340121,0.032392408071469966,0.0012517545468094483,-0.06361128798974101,1.452813156558404,1.0211619731682244,2.0579603526901433,5.375818849802046,1.2300609790575256
74,1,0,169.01863575099748,52.006219439225084,388.07706000073745,-0.22876061262633018,-0.10162552912670719,0,0.0417120759453941,-0.010352398312260147,-0.05328099307085272,0.03468797468083269,0.0012518035441408094,-0.06174173558328831,2.2475085678330364,1.0306060295282702,1.8354997882397797,4.522942245545239,1.020127210268571
75,1,0,171.64723229157352,51.90892499118718,381.8626668030043,-0.14985539087917066,-0.11897571056261569,0,0.0417120759453941,-0.010347604731167921,-0.05324160098724964,0.03468797468083269,0.0012518035441408094,-0.06174266843166765,2.2475085678330364,1.0306060295282702,1.7566071327920683,4.522942245545238,1.0182885954469105
76,1,0,173.9099833317025,51.97064777709696,362.7143146577429,-0.23996680198696185,-0.13500956624780258,0,0.0417120759453941,-0.010347604731167921,-0.05324160098724964,0.03468797468083269,0.0012518035441408094,-0.06174266843166765,1.9116486921963582,1.0325501023785484,1.8467185438998595,4.522942245545239,1.0018644630472675
77,1,0,192.82936417624688,52.20002714037355,334.5516690832433,-0.02308320766954819,-0.07900112856093244,0,0.041240781341033185,-0.010650759494553748,-0.05628140708691702,0.032211415116642036,0.0013440196993880372,-0.0614382909242531,1.4774215623995954,1.0156971422119545,1.9326381617613935,5.324050490372965,1.464974239394075
78,1,0,209.86737455285822,51.49733093198741,339.8434445830473,-0.1011854603907294,-0.1281305325776927,0,0.040751635001574554,-0.010646911708909055,-0.05552574955281114,0.03221721227055692,0.0012628279399620633,-0.061438381884808255,1.549161598492899,1.0648287691662803,1.8803695432630274,5.739039592982433,1.1522662281440375
79,1,1,209.9842710323676,51.48271319349833,339.83552345176713,-0.10118546039072918,-0.11160373545640567,0,0.040751635001574554,-0.010646911708909053,-0.055510240204606084,0.03221721227055692,0.001262827939962063,-0.061438381884808255,1.5491615984928988,1.0648287691662803,1.8803695432630274,5.739039592982433,1.1522662281440375
